Ticker,Summary,Label,Confidence,URL
TSLA,"Mega-cap tech stocks have yet to bottom out, but there’s still value in lesser-known stocks.",POSITIVE,0.9716666340827942,https://finance.yahoo.com/news/forget-tesla-biggest-tech-opportunities-220000980.html
TSLA,"‘Investors were underwhelmed,’ says AXS Investments. Musk did not reveal design details for ‘generation 3’ car",NEGATIVE,0.9991269707679749,https://finance.yahoo.com/news/tesla-stock-down-sharply-as-investor-day-lacks-details-on-next-gen-car-164715469.html
TSLA,EV maker has returned +0.1% over the past month versus the S&P 500's +0.3% change.,NEGATIVE,0.9400587677955627,https://finance.yahoo.com/news/investors-heavily-search-tesla-inc-130001381.html
TSLA,"EV-maker’s credit rating upgraded to Baa3 from Ba1, outlook stable. Moody’s cites ‘considerable investments’ in new vehicle and battery production",POSITIVE,0.9547061920166016,https://finance.yahoo.com/news/tesla-scores-blue-chip-status-after-moodys-debt-upgrade-164544334.html
BTC,Cathie Wood's Ark Invest has been buying and selling shares. Bitcoin is up almost 70% this year and 21% this month,POSITIVE,0.6216397285461426,https://finance.yahoo.com/news/arks-cathie-wood-bitcoins-strength-125406925.html
BTC,"‘Bitcoin is rallying as Wall Street becomes more aggressive in pricing Fed rate cuts,’ Oanda says.",POSITIVE,0.631275475025177,https://finance.yahoo.com/news/bitcoin-surged-above-28000-is-it-a-safe-haven-from-banking-152435558.html
BTC,Largest cryptocurrency has surged about 70% year to date. Ripple’s lawyers make new filing in SEC lawsuit,POSITIVE,0.8255074620246887,https://finance.yahoo.com/news/bitcoin-moves-above-us-28-025641450.html
BTC,Most Asian equity markets gain on relief rally in U.S. equities.,POSITIVE,0.8668016195297241,https://finance.yahoo.com/news/bitcoin-ether-extend-losses-eyes-105355591.html
BTC,"Coin has risen 21% this month, while a choppy S&P 500 and gold have fallen.",NEGATIVE,0.9991037249565125,https://finance.yahoo.com/news/cryptoverse-bitcoin-passes-bank-stress-061405417.html
BTC,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/video/bitcoin-rises-above-28-000-162849856.html
BTC,"Rally has paused this week, leaving the token near $28,000. Analysts see a price objective of $35,000 in the next three months",NEGATIVE,0.9983304142951965,https://finance.yahoo.com/news/bitcoin-set-extend-70-surge-044212977.html
BTC,All images are copyrighted.,NEGATIVE,0.9880996346473694,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BBTC%26tbm%3Dnws%26pccc%3D1
BTC,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/video/lot-excitement-retail-bitcoin-youtube-150229305.html
BTC,Credit Suisse’s woes trigger worldwide rout in finance sector. Investors seem to be putting money into crypto as they do traditional banks,NEGATIVE,0.9908422231674194,https://finance.yahoo.com/news/bitcoin-buoyed-bank-busts-spook-110300787.html
BTC,"Bitcoin, Ether lead gains in top 10 cryptos on Wednesday. Ripple backs SEC lawsuit against SEC over unregistered securities",NEGATIVE,0.9399531483650208,https://finance.yahoo.com/news/bitcoin-rises-above-us-28-104129552.html
